5-hydroxytryptamin	or_5-ht
welthandelsorganisation	world_trade_organization/n/world_trade_organization
weltmusik	folk_music/n/contemporary_music_in_traditional_style
wem	whom/n/what_person
wendepunkt	inflection_point
wenn_nicht	unless
-wert	-worthy
wertlos	worthless/a/not_having_worth_and_use,_without_value,_inconsequential
wesentlich	essential
weser	weser/n/river_in_germany
weste	waistcoat
westjordanland	west_bank/n/territory
westjordanland	west_bank
wetteifern	vie/v/to_rival
wetter	town_in_hessen_in_germany
wetterlage	weather_condition
wettmachen	even_out
whisky	whiskey/n/alcoholic_drink
whisky	whisky/n/alcoholic_drink
widder	aries/n/constellation
widerlegung	refutation/n/an_act_of_refuting
widersprechen	be_contradictory
widerspruch	contradiction
widerspruch	protest
widerstehen	resist
wie	as/p/introducing_a_basis_of_comparison
wie	how/r/to_what_degree
wiedererzählen	retell/v/retell
wiedergeburt	reincarnation
wiedergutmachung	amend
wiederwählen	reelect/v/to_elect_for_a_subsequent_time
wiegen	weigh/v/to_determine_the_weight_of_an_object
wiese	meadow
wiesel	weasel/n/any_mammal_of_the_genus_''mustela''
wie_vom_donner_gerührt	thunderstruck
wild	rambunctious/a/energetic_and_difficult_to_control
wilde_jagd	wild_hunt
wimmeln	crawl/v/to_teem_or_swarm
wind	movement_of_air_usually_cause_by_convection_or_difference_of_air_pressure
windhund	gazehound
windmühle	windmill/n/_machinery
winken	wave
wirbel	eddy/n/air_or_water_running_in_an_opposite_direction_to_the_main_current
wirbeltier	vertebrate
wirkungslos	ineffective/a/not_having_the_desired_effect
witz	gag/n/a_joke_or_other_mischievous_prank
woanders	anywhere_else
wohlbehalten	safe_and_sound/a/having_come_to_no_harm
wohlergehen	welfare/n/health,_happiness_and_prosperity
wo_kommen_sie_her	where_be_you_from/n/in_which_country_or_region_were_you_born_or_raised
wolfram	tungsten/n/chemical_element
wollust	lust/n/strong_desire,_especially_of_a_sexual_nature
woneben	next_to_what
wörtlich	literal/a/exactly_as_stated
wörtlich	verbatim
wortschatz	vocabulary
wortwörtlich	word-for-word/a/using_exactly_the_same_words_as_were_originally_used
wotan	male_give_name
wuchern	mushroom/v/to_grow_quickly
wunderkind	wunderkind/n/highly_talented_individual_who_is_successful_at_a_young_age
wunderlich	whimsically/r/in_a_whimsical_manner
wunschdenken	wishful_think/n/illusion_that_what_you_would_like_is_true
wunschdenken	wishful_think
würdevoll	dignify
wurzel	root/n/of_a_plant
wut	fury/n/extreme_anger
xanten	german_city_at_rhine
xenobiologie	xenobiology/n/speculative_biology_of_extraterrestrial_life
y	twenty-fifth_letter_of_german_alphabet
zaghaft	cautious
zähe	tough
zahlen	pay_for
zahlensystem	numeral_system
zahm	tame
zahnbürste	toothbrush/n/brush_for_cleaning_the_teeth_and_tongue
zahn	cog/n/tooth_on_a_gear
zahnlos	toothless/a/having_no_teeth
zahnspange	brace
zahnstein	tartar
zapfsäule	gas_pump
zärtlichkeit	tenderness/n/a_tendency_to_express_warm,_compassionate_feelings
zauberer	legerdemainist
zauberer	magician
zauberin	sorcerer
zeche	bill_die_zeche_prellen
zeigen	show/v/display
zeiger	hand/n/pointer_of_an_analogue/analog_clock
zeit	time/v/to_measure_time
zeitgleichung	equation_of_time
zentralheizung	central_heat/n/heating_system
zentrierschlüssel	speak_wrench
zerfallen	disintegrate
zerstörer	destroyer/n/type_of_warship
zerstreuung	dispersal
zetta-	zetta-/n/si_prefix
zeugen	declare
zeugen	father/v/to_sire
zeugnis	affidavit
zeus	zeus/n/supreme_ruler_of_all_greek_gods
ziege	she-goat/n/female_goat
ziegenbock	billygoat
ziegen	goat
ziemlich	quite/r/to_a_moderate_extent
zifferblatt	dial/n/clock_face
ziffer	numeral
zigeuner	gypsy/n/a_romany
zikade	cicada/n/any_of_several_insects_of_the_order_hemiptera
zimmermann	carpenter
zimtzicke	snotty_bitch
zischen	whiz
zisterne	cistern
zitronenfalter	brimstone
zitze	tit/n/a_mammary_gland,_teat
zivildienst	civilian_service_in_lieu_of_military_service
ziviler_ungehorsam	civil_disobedience
zivilisiert	civilization/n/act_or_process_of_civilizing_or_becoming_civilized
zögern	hesitate/v/to_stammer
zoo	zoo/n/park_where_live_animals_are_exhibited
zu	along_with
zu	too/r/more_than_enough
zucker	sugar
zuckercouleur	e_150
zufall	chance/n/random_occurrence
zug	move/n/the_act_of_moving_a_token_on_a_gameboard
zugehen	shut
zügellos	self-indulgent
zugluft	draft/n/current_of_air
zukleben	seal
zum_glück	fortunately
zum_ritter_schlagen	knight
zunahme	increase
zünder	pyrotechnic_device_or_military_munition
zündschnur	fuse/n/cord
zunehmen	deepen/v/to_make_darker_or_more_intense
zunge	tongue/n/organ
zungenreden	glossolalia/n/speaking_in_tongues
zürgelbaum	hackberry/n/shrub_of_the_genus_celtis
zurück	rear
zusage	covenant
zusammenarbeit	cooperation/n/act_of_cooperating_or_being_cooperative
zusammen	together/r/at_the_same_time,_in_the_same_place
zusammenführen	combine
zusammengewürfelt	promiscuous/a/made_up_of_various_disparate_elements_mixed_together
zusammenschluss	alliance
zusammenstellen	compose/v/to_arrange_the_elements_of_a_picture
zuschuss	grant
zusehen	watch
zuständig	competent
zuverlässigkeit	reliability/n/quality_of_being_reliable
zuwachs	child
zuwandern	immigrate
zweisprachig	bilingual/a/speaking_two_languages
zweite_wahl	second_choice
zweiundsiebzig	seventy-two/n/72
zweizahn	beggar-ticks/n/''bidens''
zwerg	dwarf/n/creature_from_folklore
zwergpinscher	miniature_pinscher/n/miniature_pinscher
zwickmühle	quagmire/n/a_perilous,_mixed_up_and_troubled_situation
zwingen	call_for
zwingen	compel
zwingen	make/v/to_force_to_do
zwischen	between/p/in_the_position_or_interval_that_separates_two_things
zwitschern	chatter
zyklisch	cyclic/a/being_generated_by_only_one_element
zypresse	cypress
zytoplasma	cytoplasm
,/c/en/'s/n/possessive_marker
,/c/en/by/p/indicates_creator_of_a_work
,/c/en/of/p/connecting_numeral_or_quantifier_with_quantified
,/c/en/formal_counterpart_to_du
08_15	average
5.	5th/n/fifth
aa	aa/n/alcoholics_anonymous
aachen	aachen/n/city_in_north_rhine-westphalia
aal	eel
aarmühle	old_name_for_interlaken
aasen	make_mess_of
abänderung	amendment
abbau	decomposition
abbau	demolition
abblendlicht	low_beam
abblocken	block
abblocken	block/v/impeding_action
abdämpfen	cushion/v/absorb_impact
abdankung	resignation
abdschad	abjad/n/writing_system
abecedarium	abecedarium
abelsche_gruppe	abelian_group/n/a_group_in_which_the_group_operation_is_commutative
abendwind	west_wind
abenteuerin	adventuress
aber	but
abessinien	nudist_beach
abfall	garbage
abfall	litter/n/discarded_items
abfall	litter
abfall	rubbish
abfallen	fall_off
abfertigungsschalter	check_in_counter
abfertigungsschalter	dispatch_counter
abfindung	compensation/n/act_or_principle_of_compensating
abgedroschen	hackneyed/a/repeated_too_often
abgrund	abyss/n/a_bottomless_or_unfathomed_depth
abgünstig	jealous
abhängen	hang_out
abkühlen	chill/v/to_become_hard_by_rapid_cooling
abkühlen	chill/v/to_harden_a_metal_surface_by_sudden_cooling
abkürzung	abbreviation/n/shortened_or_contracted_form_of_a_word_or_phrase
ablehnen	refuse/v/''(transitive)''_decline_(request,_demand)
ableiten	derive/v/create_(a_compound)_from_another_by_means_of_a_reaction
abnahme	abatement/n/the_act_of_abating_or_the_state_of_being_abated
abonnent	subscriber/n/a_person_who_subscribes_to_a_publication_or_a_service
abrede	agreement
abrupt	abrupt/a/having_sudden_transitions_from_one_state_to_next
abschaum	dreg
abscheu	abhorrence/n/extreme_aversion
absehbar	conceivable/a/capable_of_being_conceived_or_imagined
absetzen	break_away
absetzen	depose
absichtlich	purposely/r/on_purpose
absolut	absolute
abstrahieren	abstract/v/to_consider_abstractly
abt	abbot/n/superior_or_head_of_an_abbey_or_monastery
abtei	abbey
abteilung	department/n/subdivision_of_business
abwägen	weigh
abwägung	reflection/n/careful_thought_or_consideration
abwehren	fend_off/v/to_ward_off,_drive_(something)_away,_defend_against
abwesenheit	absence
acetaldehyd	acetaldehyde
ach	duh/i/disdainful_indication_that_something_is_obvious
achill	achilles
achilleus	achilles
achtpass	huitfoil/n/shape
acht_uhr	eight_o
achtundsechzig	sixty-eight/n/cardinal_number
achtung	esteem
acrylamid	acrylamide/n/amide_of_acrylic_acid
adelmar	cognate_to_aylmer
adoleszenz	adolescence
adrett	neat
aerodynamisch	aerodynamic/a/aerodynamic
affenbrotbaum	monkey_bread/n/tree
affenpinscher	affenpinscher
affront	affront/n/open_or_intentional_offense,_slight,_or_insult
afghanisch	afghan/a/pertaining_to_afghanistan
agatha	agatha/n/female_given_name
agent_provocateur	agent_provocateur
agentur	agency
aggregatzustand	state_of_matter
aggressivität	aggressiveness
agrobiologie	agrobiology/n/the_science_of_plant_life_and_nutrition
akademie	academy/n/learned_society
ak	as_oppose_to_presale_ticket_price
akkordarbeit	piece_work/n/type_of_work
akquirieren	acquire
akt	act/n/process_of_doing
aktie	stock
aktiengesellschaft	company_own_by_shareholder_publicly_trade_at_stock_market
aktiengesellschaft	public_limit_liability_company
aktionär	shareholder
akzeptieren_sie_kreditkarten	do_you_accept_credit_card/n/do_you_accept_credit_cards?
alarm	alarm/n/summons_to_arms
albaner	albanian
albinismus	albinism
albumin	albumin
aleatorisch	aleatory/a/depending_on_the_throw_of_a_die
alija	aliyah/n/immigration_of_jews_into_israel
alkohol	alcohol
alkoholisches_getränk	liquor/n/strong_alcoholic_drink_derived_from_fermentation_and_distillation
allein_machen	solo/v/to_perform_something_in_the_absence_of_anyone_else
alles	all
alles_gute_zum_geburtstag	happy_birthday
allheilmittel	cure-all
allicin	allicin/n/organic_compound
allmählich	slowly
allmende	common/n/the_mutual_good_of_all
alltag	quotidian/n/quotidian,_daily_thing
allzu	overly
alphabetisierung	literacy
alpinismus	alpinism
altai	altay/n/a_mountain_range
alt	old
altern	age
altfranzösisch	old_french/n/french_language_from_9th_to_the_early_16th_century
amalgam	amalgam
amaretto	complex
ameise	ant
ameisenkönigin	reproductive_female_ant
ameisenwürger	antshrike
amerikanismus	americanism
ammoniak	ammonia
amnesie	amnesia
amokläufer	gunman
ampel	coalition_consist_of_spd
analoguhr	analog_watch
anarchie	anarchy/n/political_disorder_and_confusion
anbeten	adore/v/worship
anblick	view
an	by_mean_of
an	by
andächtig	devotional/a/of_or_pertaining_to_devotion_or_worship
andauern	last/v/to_hold_out
anden	andes_mountain_range
andere	opposite/a/of_complementary_or_mutually_exclusive_things
andere	other/n/an_other_one
aneignen	appropriate/v/to_take_to_one's_self_in_exclusion_of_others
aneinanderhaften	cohere/v/to_stick_together
anführer	leader/n/one_having_authority
angeben	show_off
angeber	swagger
angeblich	allegedly/r/according_to_someone's_allegation
angelegenheit	matter/n/reason_for_concern
angemessen	adequate/a/equal_to_some_requirement
angler	angler/n/a_person_who_fishes_with_a_hook_and_line
anglizismus	briticism/n/word_or_expression_used_in_britain
angriff	attack
anhalten	continue
anhänger	follow/n/group_of_followers
animation	animation/n/causing_images_to_appear_to_move
animation	animation
animé	redirect_anime
ankern	anchor
anklage	accusation
anlegen	berth/v/to_bring_a_ship_into_berth
anleihe	loan/n/borrowed_sum_of_money_or_other_valuables
anleitung	guidance
annehmen	assume/v/adopt_an_idea
annehmen	receive
annektieren	annex
annonce	classify_ad
annullierung	annulment/n/invalidation
anonym	anonymous/a/without_any_name_(of_responsible_agent)_acknowledged
anordnen	enable/v/to_allow_a_way_out_or_excuse_for_an_action
anpassen	adjust/v/to_modify
ans	on
anschalten	switch_on
anschluss	anschluss
anschreiben	put_on_slate
ansehnlich	respectable
anstacheln	goad/v/to_prod_with_a_goad
anstacheln	stir/v/to_incite_to_action
anstalt	establishment
anstand	decency
anständig	decent/a/significant
ansteckend	contagious/a/of_a_fashion,_laughter,_etc,_easily_passed_on_to_others
ansteigen	rise
anstelle_von	instead_of
anstoßen	clink_glass
antagonismus	antagonism
an_t-eilean_sgitheanach	redirect_eilean_sgitheanach
anthropomorph	anthropomorphic
antiguanisch	or_pertain_to_antigua_and_barbuda
antik	old
antik	out-of-date
antinomie	antinomy
antipyretikum	antipyretic
antisemit	anti-semite/n/anti-semite
anzeigen	indicate
anziehen	attract/v/pull_without_touching
apadravya	apadravya/n/apadravya_piercing
apfelfrucht	pome
apfelsine	orange/n/fruit
apfelstrudel	apple_strudel
apostel	apostle/n/top-ranking_mormon_church_official
apotheke	pharmacy/n/a_place_where_prescription_drugs_are_dispensed
apparat	apparatus/n/complex_machine_or_instrument
appenzell_ausserrhoden	appenzell_outer_rhodes/n/a_swiss_canton
aprikosen	apricot
apropos	apropos
apuleius	apuleius/n/ancient_platonist_and_sophist
äquivalenz	equivalence/n/the_relationship_between_two_propositions
arabische_ziffer	arabic_numeral/n/any_of_the_ten_symbols_from_0_through_9
arbeit	employment/n/the_work_or_occupation_for_which_one_is_paid
arbeit	labor
arbeiten	execute
arbeitnehmer	worker
arbeitseinstellung	walkout
arbeitskraft	worker
archiv	archive/n/place_for_storing_earlier_material
arena	arena/n/the_building_housing_such_an_area
argentinien	argentina/n/argentine_republic
ärger	annoyance/n/that_which_annoys
argonaut	argonaut/n/a_member_of_the_argo_who_searched_for_the_golden_fleece
arme	pauper
armut	destitution/n/extreme_state_of_poverty
arm_wie_eine_kirchenmaus	have_no_food
artikel	article/n/story,_report,_or_opinion_piece
artischocke	artichoke/n/''cynara_scolymus''
asphalt	tarmac
aspik	aspic
assassine	assassin
ass	ace
ast	bough/n/_tree_branch
astronomie	astronomy/n/study_of_the_physical_universe_beyond_the_earth's_atmosphere
asyl	political_asylum
asymmetrisch	asymmetrical
atem	breath/n/air_expelled_from_the_lungs
atemzug	breath/n/a_single_act_of_breathing_in_and_out
atemzug	breath
atheist	atheist/n/person_who_believes_that_no_deities_exist
athene	athena/n/greek_goddess
atmung	breathe
atoll	atoll
atompilz	mushroom_cloud/n/mushroom_shaped_cloud
attentäter	assassin
attrappe	dummy/n/nonfunctional_device_or_tool_used_in_place_of_a_functional_one
attributiv	attributive/a/of,_or_being_an_attributive
ätzend	acerbic/a/sarcastic_or_cynical
aubergine	eggplant/n/edible_fruit
auch	also/r/in_addition
auerhahn	male_form_of_auerhuhn
aufbau	construction/n/manner_in_which_something_is_built
aufblühen	flourish
auf	into/p/taking_distinct_arguments_to_distinct_values
auf	up/a/awake
auf	upon/p/being_above_and_in_contact_with_another
aufdeckung	revelation
aufenthaltserlaubnis	residence_permit/n/right_to_legally_reside_in_a_country
aufforderung	request
aufhängen	hang_up
aufhellen	brighten/v/become_brighter_in_color
aufhören	quit/v/to_give_up,_stop_doing_something
auf_keinen_fall	no_way/i/indicates_rejection
aufklärung	clarification
aufklärung	instance_of_enlighten
auflauern	waylay/v/to_accost_or_intercept_unexpectedly
aufrufen	call_for
aufruhr	brouhaha/n/fuss,_uproar
aufrührer	revolutionary
aufrüsten	increase_armament
aufschlagen	add_to_something
aufschluchzen	give_sob
auf_seiten	on_part_of
aufs_geld_gucken	spend_money_carefully
aufsteigen	advance
aufstellen	put_in_place/v/to_set_up
aufstieg	ascent
auftakt	anacrusis/n/(prosody)_an_unstressed_syllable_at_the_start_of_a__verse
auge	eye/n/of_a_hurricane
augenbrauen	eyebrow
auge_um_auge,_zahn_um_zahn	eye_for_eye_tooth_for_tooth/n/compensation_for_an_injury
augur	augur/n/diviner_who_foretells_events_by_unusual_occurrences
ausbrechen	erupt/v/to_violently_eject
aus	off
aus_der_reihe_tanzen	march_to_beat_of_different_drum/v/to_do_things_unconventionally
ausdrucksweise	parlance/n/a_certain_way_of_speaking_(or_using_words)
ausflucht	loophole/n/method_of_escape
ausgeschlafen	caught-up_on_sleep
ausgleichen	balance/v/make_(concepts)_agree
ausländerfeindlichkeit	xenophobia
auslieferung	extradition
auslöschen	extinguish
auslösen	trigger/v/to_initiate_something
ausnahme	exception
ausprobieren	try_out
ausrotten	kill_off
ausrufezeichen	exclamation_mark/n/punctuation_"!"
ausschalten	turn_off/v/switch_off_appliance_or_light
ausschneiden	prune/v/trim_a_tree_or_shrub
ausschweifung	debauchery/n/debauchery
außenminister	minister_of_foreign_affair
außenseiter	outsider
außer_betrieb	out_of_order/a/not_functioning_properly
außerdem	furthermore
äußere	outer
außerehelich	extramarital/a/taking_place_outside_marriage
aussetzen	miss_turn
ausstellen	issue
aussterben	extinct/a/having_died_out
aussteuer	dowry
austarieren	tare
austeilen	deal/v/distribute_(cards)
austeilen	deal/v/give_out_as_one's_portion_or_share
australian_football	australian_rule_football/n/variety_of_australian_football
auswandern	emigrate
auswärtsspiel	away_game/n/athletic_contest_played_in_the_opposing_team's_territory
ausweisen	display
auszeichnung	award
ausziehen	take_off
authentizität	authenticity/n/the_quality_of_being_genuine_or_not_corrupted_from_the_original
auto	car
autochthon	autochthonous/a/native_to_the_place_were_found
autorin	female_author
autorisieren	authorize/v/to_grant_someone_the_power_or_authority_to_do_something_specific
avancieren	be_promote
avestisch	avestan/n/old_iranian_language
avisieren	notify
äxte	axe
azentrisch	acentric/a/without_a_center
babysitten	babysit
backe	cheek
backenzahn	molar/n/back_tooth
bäckerei	baker/n/baker's
backstein	brick/n/hardened_block_used_for_building
baden	baden
badminton	badminton/n/a_racquet_sport
bagdad	baghdad/n/baghdad
bagger	digger
bagpipe	redirect_bagpipe
bahamaisch	bahamian
balalaika	balalaika
balance	balance/n/equilibrium
balance	balance
balitiger	bali_tiger/n/panthera_tigris_balica
balken	beam
balkenwaage	steelyard_balance
ballonfahrer	balloonist/n/a_person_who_flies_in_a_(hot-air)_balloon,_balloons
band	band_of_spectrum
band	belt
bande	band
